Key,Value
ACSERtex_b1377,61.387413706683596
ALAALAtex_b1377,128.46433706432114
MALtex_b1377,120.71494811958087
NO3tex_b1377,159.37296048726694
GSNtex_b1377,26.542050176759542
FORtex_b1377,145.76426630031202
RIBtex_b1377,94.66402043436969
THMtex_b1377,38.06961120443345
XYLUtex_b1377,106.99092876755523
ALLtex_b1377,99.7564034159881
34dhpactex_b1377,290.4340150738422
23DAPPAtex_b1377,29.114480438261072
GLCtex_copy2_b1377,185.2088499185063
PPALtex_b1377,84.93178175144625
CA2tex_b1377,50.71429108300365
CUtex_b1377,86.21850004869971
12PPDRtex_b1377,98.24457921614037
F6Ptex_b1377,58.218185345552556
GAMAN6Ptex_b1377,39.890713060889304
PROGLYtex_b1377,105.12082527314448
CGLYtex_b1377,93.19730410520754
GTHOXtex_b1377,350.38994581267724
GTHRDtex_b1377,548.4118099736004
TUNGStex_b1377,163.27707108033468
GALCTNLtex_b1377,47.144505218025074
MALDtex_b1377,132.2995586951737
OROTtex_b1377,111.83172827962534
5DGLCNtex_b1377,434.09161286903327
PPAtex_b1377,
PSCLYStex_b1377,1066.4259380525798
THYMtex_b1377,41.754627901860914
MINCYCtex_b1377,40.6110461517066
DOXRBCNtex_b1377,7.119295268484629
CMtex_b1377,115.47037522059429
LALALGLUtex_b1377,52.9740961479271
5MTRtex_b1377,22.74029176420271
LALADGLUtex_b1377,71.45465531120685
3HPPtex_b1377,77.47135700016426
FUSAtex_b1377,178.56584260394146
QUIN2tex_b1377,301.4423967428653
SELtex_b1377,220.11613395077848
MEOHtex_b1377,67.45450402785674
TTRCYCtex_b1377,174.4986803261967
SLNTtex_b1377,119.25670115569089
TARTRDtex_b1377,93.53868807745957
BTNtex_b1377,54.98379118628617
ARBTtex_b1377,178.534956289832
PYDXtex_b1377,48.538633640612815
PYDXNtex_b1377,30.678348128909313
PYDAMtex_b1377,19.750106122015968
CHTBStex_b1377,
CRNDtex_b1377,148.82778318842352
DXYLONtex_b1377,
PSURItex_b1377,
FMNtex_b1377,76.2451443315303
CLBtex_b1377,206.5898277699803
FADtex_b1377,212.7532612045731
2DGLCtex_b1377,
URATEtex_b1377,134.78886417527153
Ftex_b1377,
CYSItex_b1377,77.35847026219597
CS1tex_b1377,
MEPNtex_b1377,
4ABZGLUtex_b1377,
METGLCURtex_b1377,
AI2tex_b1377,42.10704106900756
KARA1_b3774,2.431825285991196
KARA2_b3774,7.283216597172558
DPR_b3774,4.601791088739748
PDH_b0114,51.26878287113055
CYTBDpp_b0733,801.584724893114
ECOAH4_b3846,57.59387535268516
ECOAH6_b3846,135.6399778514632
HACD5_b3846,54.25704992044011
HACD6_b3846,52.1466328292462
ECOAH1_b3846,36.820865497831896
ECOAH2_b3846,85.82784450577783
ECOAH3_b3846,178.51473878476983
HACD4_b3846,58.490156148102365
HACD7_b3846,55.77194311721665
HACD1_b3846,41.18047834565969
HACD2_b3846,49.52730754683379
ECOAH8_b3846,138.06249170211478
ECOAH5_b3846,47.194695543354996
HACD3_b3846,50.102117949121094
ECOAH7_b3846,149.3359110881705
HACD8_b3846,45.31411978534559
CTECOAI8_b3846,130.42651143006412
CTECOAI6_b3846,107.21782238845466
CTECOAI7_b3846,117.38708422582283
ECOAH4_b2341,45.367230798399746
ECOAH6_b2341,140.48521910523561
HACD5_b2341,48.6341334434524
HACD6_b2341,44.56924655767945
ECOAH1_b2341,43.35448442435225
ECOAH2_b2341,114.18754444931797
ECOAH3_b2341,234.57743850928452
HACD4_b2341,43.24104396796404
HACD7_b2341,47.81673776548887
HACD1_b2341,40.70780970350055
HACD2_b2341,62.086654896902424
ECOAH8_b2341,154.45559678983858
ECOAH5_b2341,39.56761455170265
